Pclass,Sex,Age,Fare,Embarked,Title,FamilySize,IsAlone,Age_group,Fare_bin,Title_Pclass,Sex_Pclass,IsAlone_AgeGroup,Survived
3,female,23.8,8.05,S,Miss,1,True,YoungAdult,1,Miss_3,female_3,True_YoungAdult,0
3,male,24.0,24.15,S,Mr,3,False,YoungAdult,2,Mr_3,male_3,False_YoungAdult,0
3,male,19.0,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,female,29.0,21.075,S,Mrs,5,False,YoungAdult,2,Mrs_3,female_3,False_YoungAdult,0
3,male,24.8,7.2292,C,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,32.0,7.8542,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,1
2,male,62.0,10.5,S,Mr,1,True,Senior,1,Mr_2,male_2,True_Senior,1
1,female,53.0,51.4792,S,Mrs,3,False,Senior,3,Mrs_1,female_1,False_Senior,1
1,male,36.0,26.3875,S,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,1
3,female,27.1,7.75,Q,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,1
3,male,16.0,8.05,S,Mr,1,True,Teen,1,Mr_3,male_3,True_Teen,0
3,male,19.0,14.5,S,Mr,1,True,YoungAdult,2,Mr_3,male_3,True_YoungAdult,0
2,female,34.0,13.0,S,Miss,1,True,Adult,1,Miss_2,female_2,True_Adult,1
1,female,39.0,55.9,S,Mrs,2,False,Adult,3,Mrs_1,female_1,False_Adult,1
3,female,23.9,14.4583,C,Mrs,2,False,YoungAdult,2,Mrs_3,female_3,False_YoungAdult,0
3,male,32.0,7.925,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,1
2,female,25.0,30.0,S,Miss,3,False,YoungAdult,2,Miss_2,female_2,False_YoungAdult,1
1,female,39.0,110.8833,C,Mrs,3,False,Adult,3,Mrs_1,female_1,False_Adult,1
2,male,54.0,26.0,S,Mr,1,True,Senior,2,Mr_2,male_2,True_Senior,0
1,male,36.0,40.125,C,Mr,1,True,Adult,3,Mr_1,male_1,True_Adult,0
3,male,18.4,8.7125,C,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
1,female,18.0,79.65,S,Miss,3,False,Teen,3,Miss_1,female_1,False_Teen,1
2,male,47.0,15.0,S,Mr,1,True,Adult,2,Mr_2,male_2,True_Adult,0
1,male,60.0,79.2,C,Mr,3,False,Senior,3,Mr_1,male_1,False_Senior,1
3,male,22.0,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,27.6,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,35.0,7.125,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
1,female,52.0,78.2667,C,Mrs,2,False,Senior,3,Mrs_1,female_1,False_Senior,1
3,male,47.0,7.25,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,female,18.484,7.75,Q,Miss,3,False,YoungAdult,0,Miss_3,female_3,False_YoungAdult,0
2,male,37.0,26.0,S,Mr,2,False,Adult,2,Mr_2,male_2,False_Adult,0
3,male,36.0,24.15,S,Mr,3,False,Adult,2,Mr_3,male_3,False_Adult,0
2,female,38.0,33.0,S,Miss,1,True,Adult,3,Miss_2,female_2,True_Adult,1
3,male,49.0,0.0,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,male,32.5,7.225,C,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
1,male,49.0,56.9292,C,Sir,2,False,Adult,3,Sir_1,male_1,False_Adult,1
2,female,24.0,27.0,S,Mrs,4,False,YoungAdult,2,Mrs_2,female_2,False_YoungAdult,1
3,male,27.8,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,male,26.8,42.4,S,Mr,1,True,YoungAdult,3,Mr_1,male_1,True_YoungAdult,0
3,male,44.0,8.05,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
1,male,35.0,26.55,C,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,1
3,male,36.0,15.55,S,Mr,2,False,Adult,2,Mr_3,male_3,False_Adult,0
3,male,30.0,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,male,27.0,30.5,S,Mr,1,True,YoungAdult,2,Mr_1,male_1,True_YoungAdult,1
2,female,22.0,41.5792,C,Mrs,4,False,YoungAdult,3,Mrs_2,female_2,False_YoungAdult,1
1,female,40.0,153.4625,S,Miss,1,True,Adult,3,Miss_1,female_1,True_Adult,1
3,female,39.0,31.275,S,Mrs,7,False,Adult,3,Mrs_3,female_3,False_Adult,0
3,male,28.4,7.05,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,female,33.0,15.5,Q,Miss,2,False,Adult,2,Miss_3,female_3,False_Adult,1
3,male,34.5,7.75,Q,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,male,35.0,8.05,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
2,female,24.0,65.0,S,Miss,4,False,YoungAdult,3,Miss_2,female_2,False_YoungAdult,1
3,male,34.0,14.4,S,Mr,3,False,Adult,1,Mr_3,male_3,False_Adult,0
3,female,26.0,16.1,S,Mrs,2,False,YoungAdult,2,Mrs_3,female_3,False_YoungAdult,0
2,female,4.0,39.0,S,Miss,4,False,Child,3,Miss_2,female_2,False_Child,1
2,male,26.0,10.5,S,Mr,1,True,YoungAdult,1,Mr_2,male_2,True_YoungAdult,0
3,male,27.0,14.4542,C,Mr,2,False,YoungAdult,1,Mr_3,male_3,False_YoungAdult,0
1,male,42.0,52.5542,S,Mr,2,False,Adult,3,Mr_1,male_1,False_Adult,1
3,male,20.0,15.7417,C,Mr,3,False,YoungAdult,2,Mr_3,male_3,False_YoungAdult,1
3,male,21.0,7.8542,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,21.0,16.1,S,Mr,1,True,YoungAdult,2,Mr_3,male_3,True_YoungAdult,0
1,male,61.0,32.3208,S,Mr,1,True,Senior,3,Mr_1,male_1,True_Senior,0
2,male,57.0,12.35,Q,Rev,1,True,Senior,1,Rev_2,male_2,True_Senior,0
1,female,21.0,77.9583,S,Miss,1,True,YoungAdult,3,Miss_1,female_1,True_YoungAdult,1
3,male,26.0,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,29.5,7.7333,Q,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,male,80.0,30.0,S,Mr,1,True,Senior,2,Mr_1,male_1,True_Senior,1
3,male,51.0,7.0542,S,Mr,1,True,Senior,0,Mr_3,male_3,True_Senior,0
1,male,32.0,30.5,C,Dr,1,True,Adult,2,Dr_1,male_1,True_Adult,1
1,male,37.0,0.0,S,Mr,1,True,Adult,0,Mr_1,male_1,True_Adult,0
3,female,9.0,27.9,S,Miss,6,False,Child,2,Miss_3,female_3,False_Child,0
2,female,28.0,13.0,S,Miss,1,True,YoungAdult,1,Miss_2,female_2,True_YoungAdult,1
3,male,32.0,7.925,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
2,male,31.0,26.25,S,Mr,3,False,Adult,2,Mr_2,male_2,False_Adult,0
3,female,41.0,39.6875,S,Mrs,6,False,Adult,3,Mrs_3,female_3,False_Adult,0
3,male,30.0,16.1,S,Mr,2,False,YoungAdult,2,Mr_3,male_3,False_YoungAdult,0
3,male,20.0,7.8542,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,female,24.0,69.3,C,Mlle,1,True,YoungAdult,3,Mlle_1,female_1,True_YoungAdult,1
3,female,2.0,27.9,S,Miss,6,False,Child,2,Miss_3,female_3,False_Child,0
3,male,29.6,56.4958,S,Mr,1,True,YoungAdult,3,Mr_3,male_3,True_YoungAdult,1
3,female,0.75,19.2583,C,Miss,4,False,Child,2,Miss_3,female_3,False_Child,1
1,male,48.0,76.7292,C,Mr,2,False,Adult,3,Mr_1,male_1,False_Adult,1
3,male,19.0,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,male,56.0,35.5,C,Col,1,True,Senior,3,Col_1,male_1,True_Senior,1
3,male,29.8,7.55,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,female,23.0,7.55,S,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,1
3,male,27.8,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
2,female,18.0,23.0,S,Miss,2,False,Teen,2,Miss_2,female_2,False_Teen,1
3,male,21.0,8.4333,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,female,21.6,7.8292,Q,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,1
3,female,18.0,6.75,Q,Miss,1,True,Teen,0,Miss_3,female_3,True_Teen,0
2,male,24.0,73.5,S,Mr,3,False,YoungAdult,3,Mr_2,male_2,False_YoungAdult,0
3,male,27.8,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,female,32.0,15.5,Q,Mrs,3,False,Adult,2,Mrs_3,female_3,False_Adult,0
2,male,23.0,13.0,S,Mr,1,True,YoungAdult,1,Mr_2,male_2,True_YoungAdult,0
1,male,58.0,113.275,C,Mr,3,False,Senior,3,Mr_1,male_1,False_Senior,0
1,male,50.0,133.65,S,Dr,3,False,Adult,3,Dr_1,male_1,False_Adult,1
3,male,40.0,7.225,C,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
1,male,47.0,25.5875,S,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,0
3,male,36.0,7.4958,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,male,20.0,7.925,S,Mr,2,False,YoungAdult,1,Mr_3,male_3,False_YoungAdult,1
2,male,32.0,73.5,S,Mr,3,False,Adult,3,Mr_2,male_2,False_Adult,0
2,male,25.0,13.0,S,Mr,1,True,YoungAdult,1,Mr_2,male_2,True_YoungAdult,0
3,male,34.4,7.775,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,male,43.0,8.05,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
1,female,37.8,52.0,S,Mrs,2,False,Adult,3,Mrs_1,female_1,False_Adult,1
2,female,40.0,39.0,S,Mrs,3,False,Adult,3,Mrs_2,female_2,False_Adult,1
1,male,31.0,52.0,S,Mr,2,False,Adult,3,Mr_1,male_1,False_Adult,0
2,male,70.0,10.5,S,Mr,1,True,Senior,1,Mr_2,male_2,True_Senior,0
2,male,31.0,13.0,S,Mr,1,True,Adult,1,Mr_2,male_2,True_Adult,1
2,male,36.2,0.0,S,Mr,1,True,Adult,0,Mr_2,male_2,True_Adult,0
3,male,18.0,7.775,S,Mr,1,True,Teen,0,Mr_3,male_3,True_Teen,0
3,male,24.5,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,female,18.0,9.8417,S,Miss,1,True,Teen,1,Miss_3,female_3,True_Teen,1
3,female,43.0,46.9,S,Mrs,8,False,Adult,3,Mrs_3,female_3,False_Adult,0
1,male,36.0,512.3292,C,Mr,2,False,Adult,3,Mr_1,male_1,False_Adult,1
3,female,23.8,8.1375,Q,Miss,1,True,YoungAdult,1,Miss_3,female_3,True_YoungAdult,0
1,male,27.0,76.7292,C,Mr,1,True,YoungAdult,3,Mr_1,male_1,True_YoungAdult,1
3,male,20.0,9.225,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,14.0,46.9,S,Mr,8,False,Teen,3,Mr_3,male_3,False_Teen,0
2,male,60.0,39.0,S,Mr,3,False,Senior,3,Mr_2,male_2,False_Senior,0
2,male,25.0,41.5792,C,Mr,4,False,YoungAdult,3,Mr_2,male_2,False_YoungAdult,0
3,male,14.0,39.6875,S,Mr,6,False,Teen,3,Mr_3,male_3,False_Teen,0
3,male,19.0,10.1708,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,18.0,7.7958,S,Mr,1,True,Teen,0,Mr_3,male_3,True_Teen,0
1,female,15.0,211.3375,S,Miss,2,False,Teen,3,Miss_1,female_1,False_Teen,1
1,male,31.0,57.0,S,Mr,2,False,Adult,3,Mr_1,male_1,False_Adult,1
3,female,4.0,13.4167,C,Miss,2,False,Child,1,Miss_3,female_3,False_Child,1
3,male,29.6,56.4958,S,Mr,1,True,YoungAdult,3,Mr_3,male_3,True_YoungAdult,1
3,male,25.0,7.225,C,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,male,60.0,26.55,S,Col,1,True,Senior,2,Col_1,male_1,True_Senior,0
2,male,52.0,13.5,S,Mr,1,True,Senior,1,Mr_2,male_2,True_Senior,0
3,male,44.0,8.05,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
3,female,25.9,7.7333,Q,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,1
1,male,49.0,110.8833,C,Mr,3,False,Adult,3,Mr_1,male_1,False_Adult,0
3,male,42.0,7.65,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
1,female,18.0,227.525,C,Mrs,2,False,Teen,3,Mrs_1,female_1,False_Teen,1
1,male,35.0,26.2875,S,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,1
3,female,18.0,14.4542,C,Miss,2,False,Teen,1,Miss_3,female_3,False_Teen,0
3,male,25.0,7.7417,Q,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,26.0,7.8542,S,Mr,2,False,YoungAdult,0,Mr_3,male_3,False_YoungAdult,0
2,male,39.0,26.0,S,Mr,1,True,Adult,2,Mr_2,male_2,True_Adult,0
2,female,45.0,13.5,S,Mrs,1,True,Adult,1,Mrs_2,female_2,True_Adult,1
1,male,42.0,26.2875,S,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,1
1,female,22.0,151.55,S,Miss,1,True,YoungAdult,3,Miss_1,female_1,True_YoungAdult,1
3,male,21.2,15.2458,C,Master,3,False,YoungAdult,2,Master_3,male_3,False_YoungAdult,1
1,female,24.0,49.5042,C,Mlle,1,True,YoungAdult,3,Mlle_1,female_1,True_YoungAdult,1
1,male,53.6,26.55,S,Mr,1,True,Senior,2,Mr_1,male_1,True_Senior,0
1,male,48.0,52.0,S,Mr,2,False,Adult,3,Mr_1,male_1,False_Adult,1
3,male,29.0,9.4833,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
2,male,52.0,13.0,S,Mr,1,True,Senior,1,Mr_2,male_2,True_Senior,0
3,male,19.0,7.65,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,female,38.0,227.525,C,Miss,1,True,Adult,3,Miss_1,female_1,True_Adult,1
2,female,27.0,10.5,S,Miss,1,True,YoungAdult,1,Miss_2,female_2,True_YoungAdult,1
3,male,27.3,15.5,Q,Mr,1,True,YoungAdult,2,Mr_3,male_3,True_YoungAdult,0
3,male,33.0,7.775,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
2,female,6.0,33.0,S,Miss,2,False,Child,3,Miss_2,female_2,False_Child,1
3,male,17.0,7.0542,S,Mr,2,False,Teen,0,Mr_3,male_3,False_Teen,0
2,male,34.0,13.0,S,Mr,1,True,Adult,1,Mr_2,male_2,True_Adult,0
2,male,50.0,13.0,S,Mr,1,True,Adult,1,Mr_2,male_2,True_Adult,0
1,male,27.0,53.1,S,Mr,2,False,YoungAdult,3,Mr_1,male_1,False_YoungAdult,1
3,male,20.0,8.6625,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
2,female,30.0,21.0,S,Mrs,4,False,YoungAdult,2,Mrs_2,female_2,False_YoungAdult,1
3,female,25.9,7.7375,Q,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,1
2,male,25.0,26.0,S,Mr,2,False,YoungAdult,2,Mr_2,male_2,False_YoungAdult,0
3,female,25.0,7.925,S,Miss,2,False,YoungAdult,1,Miss_3,female_3,False_YoungAdult,0
1,female,29.0,211.3375,S,Miss,1,True,YoungAdult,3,Miss_1,female_1,True_YoungAdult,1
3,male,11.0,18.7875,C,Mr,1,True,Child,2,Mr_3,male_3,True_Child,0
2,male,36.2,0.0,S,Mr,1,True,Adult,0,Mr_2,male_2,True_Adult,0
2,male,23.0,13.0,S,Mr,1,True,YoungAdult,1,Mr_2,male_2,True_YoungAdult,0
2,male,23.0,13.0,S,Mr,1,True,YoungAdult,1,Mr_2,male_2,True_YoungAdult,0
3,male,28.5,16.1,S,Mr,1,True,YoungAdult,2,Mr_3,male_3,True_YoungAdult,0
3,female,48.0,34.375,S,Mrs,5,False,Adult,3,Mrs_3,female_3,False_Adult,0
1,male,35.0,512.3292,C,Mr,1,True,Adult,3,Mr_1,male_1,True_Adult,1
3,male,27.8,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,27.8,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,male,45.0,30.0,S,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,1
1,male,36.0,78.85,S,Mr,2,False,Adult,3,Mr_1,male_1,False_Adult,0
1,female,21.0,262.375,C,Miss,5,False,YoungAdult,3,Miss_1,female_1,False_YoungAdult,1
3,male,24.0,16.1,S,Mr,2,False,YoungAdult,2,Mr_3,male_3,False_YoungAdult,0
3,male,31.0,7.925,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,1
1,male,70.0,71.0,S,Capt,3,False,Senior,3,Capt_1,male_1,False_Senior,0
3,male,16.0,20.25,S,Mr,3,False,Teen,2,Mr_3,male_3,False_Teen,0
2,female,30.0,13.0,S,Miss,1,True,YoungAdult,1,Miss_2,female_2,True_YoungAdult,1
1,male,19.0,53.1,S,Mr,2,False,YoungAdult,3,Mr_1,male_1,False_YoungAdult,0
3,male,31.0,7.75,Q,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
2,female,4.0,23.0,S,Miss,3,False,Child,2,Miss_2,female_2,False_Child,1
3,male,6.0,12.475,S,Master,2,False,Child,1,Master_3,male_3,False_Child,1
3,male,33.0,9.5,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
3,male,23.0,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
2,female,48.0,65.0,S,Mrs,4,False,Adult,3,Mrs_2,female_2,False_Adult,1
2,male,0.67,14.5,S,Master,3,False,Child,2,Master_2,male_2,False_Child,1
3,male,28.0,7.7958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
2,male,18.0,11.5,S,Mr,1,True,Teen,1,Mr_2,male_2,True_Teen,0
3,male,34.0,8.05,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
1,female,33.0,86.5,S,the Countess,1,True,Adult,3,the Countess_1,female_1,True_Adult,1
3,male,28.6,14.5,S,Mr,1,True,YoungAdult,2,Mr_3,male_3,True_YoungAdult,0
3,male,41.0,7.125,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,male,20.0,7.2292,C,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,1
1,female,36.0,120.0,S,Mrs,4,False,Adult,3,Mrs_1,female_1,False_Adult,1
3,male,16.0,7.775,S,Mr,1,True,Teen,0,Mr_3,male_3,True_Teen,0
1,female,51.0,77.9583,S,Mrs,2,False,Senior,3,Mrs_1,female_1,False_Senior,1
1,male,41.4,39.6,C,Dr,1,True,Adult,3,Dr_1,male_1,True_Adult,0
3,female,30.5,7.75,Q,Miss,1,True,Adult,0,Miss_3,female_3,True_Adult,0
3,male,31.8,24.15,Q,Mr,2,False,Adult,2,Mr_3,male_3,False_Adult,0
3,male,32.0,8.3625,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
3,male,24.0,9.5,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,48.0,7.8542,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
2,female,57.0,10.5,S,Mrs,1,True,Senior,1,Mrs_2,female_2,True_Senior,0
3,male,32.5,7.225,C,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
2,female,54.0,23.0,S,Mrs,5,False,Senior,2,Mrs_2,female_2,False_Senior,1
3,male,18.0,7.75,S,Mr,1,True,Teen,0,Mr_3,male_3,True_Teen,0
3,male,34.5,7.75,Q,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,female,5.0,12.475,S,Miss,1,True,Child,1,Miss_3,female_3,True_Child,1
3,male,27.3,7.7375,Q,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,female,43.0,211.3375,S,Mrs,2,False,Adult,3,Mrs_1,female_1,False_Adult,1
3,female,13.0,7.2292,C,Miss,1,True,Teen,0,Miss_3,female_3,True_Teen,1
1,female,17.0,57.0,S,Mrs,2,False,Teen,3,Mrs_1,female_1,False_Teen,1
1,male,29.0,30.0,S,Mr,1,True,YoungAdult,2,Mr_1,male_1,True_YoungAdult,0
3,male,26.8,23.45,S,Mr,4,False,YoungAdult,2,Mr_3,male_3,False_YoungAdult,0
3,male,25.0,7.05,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,25.0,7.25,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,female,18.0,7.4958,S,Miss,1,True,Teen,0,Miss_3,female_3,True_Teen,1
3,male,8.0,29.125,Q,Master,6,False,Child,2,Master_3,male_3,False_Child,0
3,male,1.0,20.575,S,Master,4,False,Child,2,Master_3,male_3,False_Child,1
1,male,46.0,79.2,C,Mr,1,True,Adult,3,Mr_1,male_1,True_Adult,0
3,male,34.5,7.75,Q,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
2,male,16.0,26.0,S,Mr,1,True,Teen,2,Mr_2,male_2,True_Teen,0
3,female,37.0,69.55,S,Miss,11,False,Adult,3,Miss_3,female_3,False_Adult,0
1,male,44.4,30.6958,C,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,0
3,male,25.0,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
2,male,39.0,13.0,S,Mr,1,True,Adult,1,Mr_2,male_2,True_Adult,0
1,female,49.0,25.9292,S,Dr,1,True,Adult,2,Dr_1,female_1,True_Adult,1
3,female,31.0,8.6833,S,Mrs,1,True,Adult,1,Mrs_3,female_3,True_Adult,1
3,male,30.0,7.2292,C,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,female,30.0,24.15,S,Mrs,3,False,YoungAdult,2,Mrs_3,female_3,False_YoungAdult,0
2,male,34.0,13.0,S,Mr,1,True,Adult,1,Mr_2,male_2,True_Adult,0
2,female,31.0,26.25,S,Mrs,3,False,Adult,2,Mrs_2,female_2,False_Adult,1
1,male,11.0,120.0,S,Master,4,False,Child,3,Master_1,male_1,False_Child,1
3,male,0.42,8.5167,C,Master,2,False,Child,1,Master_3,male_3,False_Child,1
3,male,27.0,6.975,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,1
3,male,31.0,7.775,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
1,male,39.0,0.0,S,Mr,1,True,Adult,0,Mr_1,male_1,True_Adult,0
3,female,18.0,7.775,S,Miss,1,True,Teen,0,Miss_3,female_3,True_Teen,0
2,male,39.0,13.0,S,Mr,1,True,Adult,1,Mr_2,male_2,True_Adult,0
1,female,33.0,53.1,S,Mrs,2,False,Adult,3,Mrs_1,female_1,False_Adult,1
3,male,26.0,7.8875,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,39.0,24.15,S,Mr,1,True,Adult,2,Mr_3,male_3,True_Adult,0
2,male,35.0,10.5,S,Mr,1,True,Adult,1,Mr_2,male_2,True_Adult,0
3,female,6.0,31.275,S,Miss,7,False,Child,3,Miss_3,female_3,False_Child,0
3,male,30.5,8.05,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
1,male,37.0,0.0,S,Mr,1,True,Adult,0,Mr_1,male_1,True_Adult,0
3,female,23.0,7.925,S,Miss,1,True,YoungAdult,1,Miss_3,female_3,True_YoungAdult,0
2,male,31.0,37.0042,C,Mr,3,False,Adult,3,Mr_2,male_2,False_Adult,0
3,male,43.0,6.45,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,male,10.0,27.9,S,Master,6,False,Child,2,Master_3,male_3,False_Child,0
1,female,52.0,93.5,S,Mrs,3,False,Senior,3,Mrs_1,female_1,False_Senior,1
3,male,27.0,8.6625,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,1
1,male,38.0,0.0,S,Jonkheer,1,True,Adult,0,Jonkheer_1,male_1,True_Adult,0
3,female,27.0,12.475,S,Mrs,2,False,YoungAdult,1,Mrs_3,female_3,False_YoungAdult,1
3,male,2.0,39.6875,S,Master,6,False,Child,3,Master_3,male_3,False_Child,0
3,male,30.8,6.95,Q,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,male,29.6,56.4958,S,Mr,1,True,YoungAdult,3,Mr_3,male_3,True_YoungAdult,0
2,male,1.0,37.0042,C,Master,3,False,Child,3,Master_2,male_2,False_Child,1
3,male,34.5,7.75,Q,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,1
1,female,62.0,80.0,S,Mrs,1,True,Senior,3,Mrs_1,female_1,True_Senior,1
3,female,15.0,14.4542,C,Mrs,2,False,Teen,1,Mrs_3,female_3,False_Teen,1
2,male,0.83,18.75,S,Master,3,False,Child,2,Master_2,male_2,False_Child,1
3,male,24.8,7.2292,C,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,23.0,7.8542,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,18.0,8.3,S,Mr,1,True,Teen,1,Mr_3,male_3,True_Teen,0
1,female,39.0,83.1583,C,Miss,3,False,Adult,3,Miss_1,female_1,False_Adult,1
3,male,21.0,8.6625,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,27.6,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,32.0,56.4958,S,Mr,1,True,Adult,3,Mr_3,male_3,True_Adult,1
1,male,49.0,29.7,C,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,1
3,male,20.0,7.925,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
2,male,16.0,10.5,S,Mr,1,True,Teen,1,Mr_2,male_2,True_Teen,0
1,female,30.0,31.0,C,Miss,1,True,YoungAdult,2,Miss_1,female_1,True_YoungAdult,1
3,male,34.5,6.4375,C,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,male,17.0,8.6625,S,Mr,1,True,Teen,1,Mr_3,male_3,True_Teen,0
3,male,42.0,7.55,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,male,37.0,69.55,S,Mr,11,False,Adult,3,Mr_3,male_3,False_Adult,0
3,male,35.0,7.8958,C,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
2,male,28.0,33.0,S,Rev,2,False,YoungAdult,3,Rev_2,male_2,False_YoungAdult,0
